       1.00  0.61412E-02 -0.59198E-03 -0.16151E-02  0.59560E-02  0.36674E-02 -0.67755E-02
       1.00  0.88279E-02  0.38973E-02 -0.54143E-03  0.69171E-02 -0.50988E-02  0.12596E-01
       1.00  0.77226E-03 -0.29488E-03 -0.80790E-02 -0.26912E-02  0.38507E-02 -0.54421E-02
       1.00 -0.20733E-02  0.42640E-02 -0.36373E-02  0.10988E-02  0.96010E-02 -0.36310E-02
       1.00  0.22940E-02  0.28004E-02 -0.16223E-02 -0.54003E-02 -0.15103E-01 -0.23587E-01
       1.00  0.56324E-02  0.60288E-02  0.54982E-02 -0.47312E-03 -0.19198E-02  0.68847E-02
       1.00  0.57575E-02  0.76858E-02 -0.26127E-02 -0.37863E-02 -0.24777E-02 -0.43747E-02
       1.00  0.39715E-02 -0.47879E-02 -0.24120E-02 -0.98362E-02 -0.17421E-01 -0.49766E-02
       1.00  0.49002E-02  0.44234E-02  0.71477E-02 -0.10492E-02  0.30629E-03 -0.64455E-02
       1.00 -0.58860E-02  0.31804E-02 -0.64219E-02  0.81802E-02  0.10050E-01  0.54751E-02
       1.00  0.34936E-02 -0.83933E-02 -0.44194E-02  0.81857E-02 -0.59193E-02 -0.29855E-02
       1.00 -0.13665E-02 -0.28104E-02 -0.45886E-02  0.41858E-02 -0.87936E-03  0.32205E-02
       1.00  0.32643E-02 -0.20064E-02  0.24908E-03 -0.41308E-02 -0.63490E-02  0.88844E-02
       1.00 -0.22207E-02  0.37636E-02  0.19616E-02  0.17624E-02  0.22565E-02  0.17102E-01
       1.00  0.70705E-02 -0.83424E-02 -0.36019E-02 -0.25419E-02 -0.18007E-02  0.82649E-02
       1.00 -0.52515E-02 -0.33000E-02 -0.24721E-02  0.50468E-02  0.57050E-02  0.53612E-02
       1.00 -0.22956E-02  0.13825E-02  0.42574E-02  0.77839E-02  0.55274E-02 -0.16666E-01
       1.00  0.36935E-03 -0.42243E-02  0.45463E-02 -0.76553E-02 -0.23787E-02  0.13100E-01
       1.00  0.19413E-02  0.36038E-02  0.66441E-02 -0.19510E-02 -0.87079E-03 -0.66445E-02
       1.00  0.20187E-02  0.29102E-02  0.48370E-02  0.81554E-03  0.22061E-02  0.13100E-02
       2.00  0.61412E-02 -0.59196E-03 -0.16152E-02  0.61845E-02  0.31600E-02 -0.11689E-01
       2.00  0.91274E-02  0.41112E-02 -0.11540E-02  0.80804E-02 -0.63498E-02  0.18140E-01
       2.00  0.74606E-03 -0.40872E-03 -0.77669E-02 -0.31019E-02  0.45604E-02  0.65749E-02
       2.00 -0.21780E-02  0.43327E-02 -0.36046E-02  0.21243E-02  0.90505E-02 -0.12782E-02
       2.00  0.20548E-02  0.27544E-02 -0.15824E-02 -0.56000E-02 -0.16616E-01 -0.21308E-01
       2.00  0.60128E-02  0.61628E-02  0.40479E-02  0.83701E-04 -0.19361E-02  0.80887E-02
       2.00  0.57480E-02  0.74137E-02 -0.25869E-02 -0.36407E-02  0.11765E-02 -0.73798E-02
       2.00  0.40084E-02 -0.47681E-02 -0.27265E-02 -0.94759E-02 -0.16971E-01 -0.19445E-02
       2.00  0.46622E-02  0.43286E-02  0.76651E-02 -0.90010E-03 -0.27844E-02 -0.40538E-02
       2.00 -0.53883E-02  0.30238E-02 -0.65393E-02  0.76555E-02  0.11749E-01 -0.23852E-02
       2.00  0.27441E-02 -0.78633E-02 -0.41385E-02  0.81475E-02 -0.90315E-02 -0.50595E-02
       2.00 -0.16523E-02 -0.28246E-02 -0.46611E-02  0.44248E-02 -0.17796E-02 -0.17453E-04
       2.00  0.35933E-02 -0.18329E-02 -0.10635E-03 -0.48096E-02 -0.26652E-02  0.87975E-02
       2.00 -0.18919E-02  0.36299E-02  0.18492E-02  0.19304E-02  0.20233E-03  0.12240E-01
       2.00  0.73905E-02 -0.90719E-02 -0.39610E-02 -0.21231E-02 -0.31498E-02  0.11761E-01
       2.00 -0.48261E-02 -0.31450E-02 -0.32738E-02  0.41478E-02  0.46712E-02  0.11603E-02
       2.00 -0.21540E-02  0.14308E-02  0.51785E-02  0.81377E-02  0.58855E-02 -0.20299E-01
       2.00  0.41637E-03 -0.38665E-02  0.46925E-02 -0.71471E-02 -0.11803E-02  0.11811E-01
       2.00  0.18147E-02  0.35235E-02  0.68005E-02 -0.89983E-03 -0.10791E-02 -0.13409E-02
       2.00  0.20912E-02  0.30534E-02  0.49444E-02  0.16537E-02  0.19798E-02  0.23650E-02
       3.00  0.61412E-02 -0.59201E-03 -0.16151E-02  0.62797E-02  0.25500E-02 -0.14689E-01
       3.00  0.91558E-02  0.40469E-02 -0.10650E-02  0.83798E-02 -0.67705E-02  0.14713E-01
       3.00  0.47027E-03 -0.54216E-03 -0.65477E-02 -0.28900E-02  0.50226E-02  0.14498E-01
       3.00 -0.23501E-02  0.40492E-02 -0.19732E-02  0.29701E-02  0.83906E-02  0.42444E-02
       3.00  0.22526E-02  0.27139E-02 -0.19455E-02 -0.62121E-02 -0.14454E-01 -0.18604E-01
       3.00  0.61115E-02  0.61358E-02  0.35834E-02 -0.23409E-03 -0.23856E-02  0.74909E-02
       3.00  0.61369E-02  0.71953E-02 -0.29952E-02 -0.34504E-02  0.11602E-02 -0.85126E-02
       3.00  0.33222E-02 -0.53199E-02 -0.27467E-02 -0.90986E-02 -0.14220E-01  0.23608E-02
       3.00  0.44202E-02  0.40716E-02  0.75402E-02  0.24386E-03 -0.28329E-02 -0.40220E-02
       3.00 -0.47599E-02  0.26531E-02 -0.79797E-02  0.76732E-02  0.15911E-01 -0.10128E-01
       3.00  0.23258E-02 -0.70483E-02 -0.32523E-02  0.72933E-02 -0.10419E-01 -0.70248E-02
       3.00 -0.21733E-02 -0.29704E-02 -0.50250E-02  0.47136E-02 -0.16161E-02 -0.36546E-02
       3.00  0.28805E-02 -0.15991E-02  0.11380E-02 -0.41085E-02  0.57530E-03  0.72690E-02
       3.00 -0.13305E-02  0.35077E-02  0.11415E-02  0.18350E-02 -0.35634E-03  0.37866E-02
