M                               1         0.0000000000      0.0000000000      0.0000000000     -0.5000000000
G                             101         1.2243221031      0.0000000000      0.0000000000      0.0000000000
M                             201         2.4486442061      0.0000000000      0.0000000000      0.5000000000
