naver=     100 csit(ifre)=REAL(c(ifre)*CONJG(c(ifre)))
time=       1.00 (fs)
  0.26605E-04  0.26605E-04  0.24549E-04  0.24549E-04  0.32042E-04  0.32042E-04  0.63386E-04
  0.63386E-04  0.20845E-03  0.20845E-03  0.56132E-03  0.56132E-03  0.95691E-03  0.95691E-03
  0.20063E-02  0.20063E-02  0.38754E-02  0.38754E-02  0.17494E+00  0.27930E+00  0.50158E-02
  0.50158E-02  0.21310E+00  0.29358E+00  0.33684E-02  0.33684E-02  0.16425E-02  0.16425E-02
  0.11167E-02  0.11167E-02  0.37297E-03  0.37297E-03  0.15818E-03  0.15818E-03  0.55534E-04
  0.55534E-04  0.30281E-04  0.30281E-04  0.27306E-04  0.27306E-04
time=       2.00 (fs)
  0.62851E-04  0.62851E-04  0.62148E-04  0.62148E-04  0.72919E-04  0.72919E-04  0.17024E-03
  0.17024E-03  0.45221E-03  0.45221E-03  0.64996E-03  0.64996E-03  0.37415E-03  0.37415E-03
  0.15759E-02  0.15759E-02  0.86492E-02  0.86492E-02  0.17383E+00  0.27049E+00  0.11843E-01
  0.11843E-01  0.20908E+00  0.27752E+00  0.81313E-02  0.81313E-02  0.11443E-02  0.11443E-02
  0.31820E-03  0.31820E-03  0.41952E-03  0.41952E-03  0.32377E-03  0.32377E-03  0.15080E-03
  0.15080E-03  0.76795E-04  0.76795E-04  0.62872E-04  0.62872E-04
time=       3.00 (fs)
  0.95999E-04  0.95999E-04  0.10316E-03  0.10316E-03  0.11910E-03  0.11910E-03  0.27317E-03
  0.27317E-03  0.43797E-03  0.43797E-03  0.30597E-03  0.30597E-03  0.84374E-03  0.84374E-03
  0.11621E-02  0.11621E-02  0.98765E-02  0.98765E-02  0.17671E+00  0.26635E+00  0.13225E-01
  0.13225E-01  0.21062E+00  0.26950E+00  0.92942E-02  0.92942E-02  0.86121E-03  0.86121E-03
  0.73685E-03  0.73685E-03  0.27521E-03  0.27521E-03  0.33158E-03  0.33158E-03  0.23403E-03
  0.23403E-03  0.13622E-03  0.13622E-03  0.97166E-04  0.97166E-04
time=       4.00 (fs)
  0.12812E-03  0.12812E-03  0.16291E-03  0.16291E-03  0.19140E-03  0.19140E-03  0.30729E-03
  0.30729E-03  0.35293E-03  0.35293E-03  0.40414E-03  0.40414E-03  0.70605E-03  0.70605E-03
  0.20973E-02  0.20973E-02  0.10589E-01  0.10589E-01  0.17995E+00  0.26169E+00  0.12957E-01
  0.12957E-01  0.21354E+00  0.26464E+00  0.88997E-02  0.88997E-02  0.13292E-02  0.13292E-02
  0.63934E-03  0.63934E-03  0.36452E-03  0.36452E-03  0.32656E-03  0.32656E-03  0.30263E-03
  0.30263E-03  0.19294E-03  0.19294E-03  0.14257E-03  0.14257E-03
time=       5.00 (fs)
  0.15752E-03  0.15752E-03  0.21125E-03  0.21125E-03  0.25550E-03  0.25550E-03  0.28273E-03
  0.28273E-03  0.38017E-03  0.38017E-03  0.35563E-03  0.35563E-03  0.83900E-03  0.83900E-03
  0.20432E-02  0.20432E-02  0.11251E-01  0.11251E-01  0.18333E+00  0.25253E+00  0.13822E-01
  0.13822E-01  0.21670E+00  0.26283E+00  0.88647E-02  0.88647E-02  0.16254E-02  0.16254E-02
  0.83012E-03  0.83012E-03  0.31022E-03  0.31022E-03  0.34104E-03  0.34104E-03  0.29459E-03
  0.29459E-03  0.24573E-03  0.24573E-03  0.19444E-03  0.19444E-03
time=       6.00 (fs)
  0.17448E-03  0.17448E-03  0.23858E-03  0.23858E-03  0.27390E-03  0.27390E-03  0.29922E-03
  0.29922E-03  0.50169E-03  0.50169E-03  0.41018E-03  0.41018E-03  0.61915E-03  0.61915E-03
  0.14275E-02  0.14275E-02  0.97577E-02  0.97577E-02  0.18726E+00  0.24472E+00  0.14300E-01
  0.14300E-01  0.22043E+00  0.26850E+00  0.81235E-02  0.81235E-02  0.11908E-02  0.11908E-02
  0.66430E-03  0.66430E-03  0.37681E-03  0.37681E-03  0.43473E-03  0.43473E-03  0.27284E-03
  0.27284E-03  0.26935E-03  0.26935E-03  0.21007E-03  0.21007E-03
time=       7.00 (fs)
  0.17749E-03  0.17749E-03  0.25351E-03  0.25351E-03  0.30256E-03  0.30256E-03  0.34138E-03
  0.34138E-03  0.45919E-03  0.45919E-03  0.61954E-03  0.61954E-03  0.88096E-03  0.88096E-03
  0.20632E-02  0.20632E-02  0.76784E-02  0.76784E-02  0.18814E+00  0.23874E+00  0.13457E-01
  0.13457E-01  0.22127E+00  0.27445E+00  0.76456E-02  0.76456E-02  0.18472E-02  0.18472E-02
  0.12165E-02  0.12165E-02  0.43808E-03  0.43808E-03  0.45225E-03  0.45225E-03  0.31616E-03
  0.31616E-03  0.31610E-03  0.31610E-03  0.23184E-03  0.23184E-03
time=       8.00 (fs)
  0.17886E-03  0.17886E-03  0.29324E-03  0.29324E-03  0.34185E-03  0.34185E-03  0.42115E-03
  0.42115E-03  0.34748E-03  0.34748E-03  0.54948E-03  0.54948E-03  0.65031E-03  0.65031E-03
  0.19458E-02  0.19458E-02  0.10117E-01  0.10117E-01  0.18464E+00  0.23183E+00  0.14347E-01
  0.14347E-01  0.22164E+00  0.27404E+00  0.10442E-01  0.10442E-01  0.19794E-02  0.19794E-02
  0.64149E-03  0.64149E-03  0.39325E-03  0.39325E-03  0.31082E-03  0.31082E-03  0.35808E-03
  0.35808E-03  0.34251E-03  0.34251E-03  0.26661E-03  0.26661E-03
time=       9.00 (fs)
  0.18878E-03  0.18878E-03  0.30183E-03  0.30183E-03  0.33253E-03  0.33253E-03  0.49477E-03
  0.49477E-03  0.44026E-03  0.44026E-03  0.43760E-03  0.43760E-03  0.11058E-02  0.11058E-02
  0.16004E-02  0.16004E-02  0.13520E-01  0.13520E-01  0.17949E+00  0.22777E+00  0.16324E-01
  0.16324E-01  0.22144E+00  0.26789E+00  0.12687E-01  0.12687E-01  0.13213E-02  0.13213E-02
  0.11605E-02  0.11605E-02  0.38638E-03  0.38638E-03  0.30840E-03  0.30840E-03  0.46019E-03
  0.46019E-03  0.35324E-03  0.35324E-03  0.27833E-03  0.27833E-03
time=      10.00 (fs)
  0.23037E-03  0.23037E-03  0.35862E-03  0.35862E-03  0.35924E-03  0.35924E-03  0.50622E-03
  0.50622E-03  0.46758E-03  0.46758E-03  0.45816E-03  0.45816E-03  0.93412E-03  0.93412E-03
  0.26203E-02  0.26203E-02  0.13298E-01  0.13298E-01  0.17956E+00  0.23004E+00  0.17702E-01
  0.17702E-01  0.22225E+00  0.25946E+00  0.13007E-01  0.13007E-01  0.15920E-02  0.15920E-02
  0.73650E-03  0.73650E-03  0.45952E-03  0.45952E-03  0.40978E-03  0.40978E-03  0.55573E-03
  0.55573E-03  0.34371E-03  0.34371E-03  0.30059E-03  0.30059E-03
time=      11.00 (fs)
  0.26946E-03  0.26946E-03  0.40133E-03  0.40133E-03  0.42881E-03  0.42881E-03  0.51168E-03
  0.51168E-03  0.55003E-03  0.55003E-03  0.50036E-03  0.50036E-03  0.10969E-02  0.10969E-02
  0.20939E-02  0.20939E-02  0.13642E-01  0.13642E-01  0.17986E+00  0.23215E+00  0.17429E-01
  0.17429E-01  0.22572E+00  0.25416E+00  0.12261E-01  0.12261E-01  0.17280E-02  0.17280E-02
  0.10147E-02  0.10147E-02  0.39874E-03  0.39874E-03  0.48213E-03  0.48213E-03  0.58294E-03
  0.58294E-03  0.34676E-03  0.34676E-03  0.32321E-03  0.32321E-03
time=      12.00 (fs)
  0.29861E-03  0.29861E-03  0.42502E-03  0.42502E-03  0.50386E-03  0.50386E-03  0.51740E-03
  0.51740E-03  0.56434E-03  0.56434E-03  0.51218E-03  0.51218E-03  0.10141E-02  0.10141E-02
  0.17424E-02  0.17424E-02  0.15086E-01  0.15086E-01  0.17836E+00  0.23435E+00  0.18044E-01
  0.18044E-01  0.22859E+00  0.25065E+00  0.10744E-01  0.10744E-01  0.14412E-02  0.14412E-02
  0.69114E-03  0.69114E-03  0.52006E-03  0.52006E-03  0.54564E-03  0.54564E-03  0.55565E-03
  0.55565E-03  0.44487E-03  0.44487E-03  0.37231E-03  0.37231E-03
time=      13.00 (fs)
  0.31499E-03  0.31499E-03  0.45772E-03  0.45772E-03  0.54950E-03  0.54950E-03  0.48861E-03
  0.48861E-03  0.54588E-03  0.54588E-03  0.45945E-03  0.45945E-03  0.10194E-02  0.10194E-02
  0.19544E-02  0.19544E-02  0.15386E-01  0.15386E-01  0.17918E+00  0.23446E+00  0.19071E-01
  0.19071E-01  0.22822E+00  0.24821E+00  0.91889E-02  0.91889E-02  0.18467E-02  0.18467E-02
  0.10761E-02  0.10761E-02  0.49399E-03  0.49399E-03  0.53619E-03  0.53619E-03  0.58562E-03
  0.58562E-03  0.52280E-03  0.52280E-03  0.47037E-03  0.47037E-03
time=      14.00 (fs)
  0.35755E-03  0.35755E-03  0.48444E-03  0.48444E-03  0.58358E-03  0.58358E-03  0.58072E-03
  0.58072E-03  0.58307E-03  0.58307E-03  0.46420E-03  0.46420E-03  0.94313E-03  0.94313E-03
  0.24020E-02  0.24020E-02  0.13761E-01  0.13761E-01  0.18370E+00  0.23527E+00  0.20285E-01
  0.20285E-01  0.22433E+00  0.24507E+00  0.90808E-02  0.90808E-02  0.24531E-02  0.24531E-02
  0.82909E-03  0.82909E-03  0.53072E-03  0.53072E-03  0.67575E-03  0.67575E-03  0.62461E-03
  0.62461E-03  0.60282E-03  0.60282E-03  0.57161E-03  0.57161E-03
time=      15.00 (fs)
  0.42630E-03  0.42630E-03  0.58816E-03  0.58816E-03  0.66084E-03  0.66084E-03  0.73807E-03
  0.73807E-03  0.60401E-03  0.60401E-03  0.61858E-03  0.61858E-03  0.12194E-02  0.12194E-02
  0.16892E-02  0.16892E-02  0.14095E-01  0.14095E-01  0.18830E+00  0.23973E+00  0.20375E-01
  0.20375E-01  0.21904E+00  0.23515E+00  0.11398E-01  0.11398E-01  0.21296E-02  0.21296E-02
  0.97984E-03  0.97984E-03  0.57024E-03  0.57024E-03  0.66571E-03  0.66571E-03  0.75711E-03
  0.75711E-03  0.72578E-03  0.72578E-03  0.65076E-03  0.65076E-03
time=      16.00 (fs)
  0.48491E-03  0.48491E-03  0.71066E-03  0.71066E-03  0.73934E-03  0.73934E-03  0.85353E-03
  0.85353E-03  0.61128E-03  0.61128E-03  0.53898E-03  0.53898E-03  0.11067E-02  0.11067E-02
  0.29843E-02  0.29843E-02  0.17007E-01  0.17007E-01  0.19023E+00  0.24285E+00  0.19436E-01
  0.19436E-01  0.21434E+00  0.22285E+00  0.13078E-01  0.13078E-01  0.26451E-02  0.26451E-02
  0.94089E-03  0.94089E-03  0.57297E-03  0.57297E-03  0.66835E-03  0.66835E-03  0.83956E-03
  0.83956E-03  0.87476E-03  0.87476E-03  0.77073E-03  0.77073E-03
time=      17.00 (fs)
  0.61165E-03  0.61165E-03  0.83792E-03  0.83792E-03  0.83804E-03  0.83804E-03  0.99523E-03
  0.99523E-03  0.60976E-03  0.60976E-03  0.49878E-03  0.49878E-03  0.13767E-02  0.13767E-02
  0.28034E-02  0.28034E-02  0.19321E-01  0.19321E-01  0.19119E+00  0.24723E+00  0.18061E-01
  0.18061E-01  0.21045E+00  0.21934E+00  0.12363E-01  0.12363E-01  0.25113E-02  0.25113E-02
  0.10757E-02  0.10757E-02  0.51640E-03  0.51640E-03  0.65543E-03  0.65543E-03  0.95223E-03
  0.95223E-03  0.10010E-02  0.10010E-02  0.86759E-03  0.86759E-03
time=      18.00 (fs)
  0.71958E-03  0.71958E-03  0.96096E-03  0.96096E-03  0.98892E-03  0.98892E-03  0.11142E-02
  0.11142E-02  0.78552E-03  0.78552E-03  0.56368E-03  0.56368E-03  0.13495E-02  0.13495E-02
  0.24571E-02  0.24571E-02  0.18165E-01  0.18165E-01  0.19119E+00  0.24415E+00  0.18319E-01
  0.18319E-01  0.20809E+00  0.22720E+00  0.11529E-01  0.11529E-01  0.22172E-02  0.22172E-02
  0.10024E-02  0.10024E-02  0.58801E-03  0.58801E-03  0.62341E-03  0.62341E-03  0.11469E-02
  0.11469E-02  0.11451E-02  0.11451E-02  0.10067E-02  0.10067E-02
time=      19.00 (fs)
  0.88281E-03  0.88281E-03  0.97767E-03  0.97767E-03  0.12586E-02  0.12586E-02  0.13341E-02
