       1.00  0.13002E-02  0.93663E-03  0.69012E-03  0.11286E-02  0.16714E-02  0.45602E-02
       1.00  0.96324E-03  0.88507E-03  0.96381E-03  0.16175E-02  0.98435E-03  0.34717E-02
       1.00  0.12166E-02  0.86438E-03  0.12759E-02  0.13751E-02  0.10132E-02  0.49625E-02
       1.00  0.95010E-03  0.10260E-02  0.13792E-02  0.13377E-02  0.17488E-02  0.48394E-02
       1.00  0.86502E-03  0.92586E-03  0.15560E-02  0.10387E-02  0.19640E-02  0.44269E-02
       1.00  0.83219E-03  0.77275E-03  0.13173E-02  0.16167E-02  0.29306E-02  0.43156E-02
       1.00  0.11366E-02  0.11703E-02  0.17407E-02  0.13248E-02  0.24156E-02  0.48134E-02
       1.00  0.11079E-02  0.10362E-02  0.11159E-02  0.12576E-02  0.29828E-02  0.56815E-02
       1.00  0.10447E-02  0.11688E-02  0.11451E-02  0.88098E-03  0.24975E-02  0.50569E-02
       1.00  0.11605E-02  0.10586E-02  0.13597E-02  0.10774E-02  0.39520E-02  0.44389E-02
       1.00  0.14977E-02  0.16057E-02  0.13215E-02  0.99693E-03  0.32031E-02  0.52808E-02
       1.00  0.12502E-02  0.10759E-02  0.11563E-02  0.11402E-02  0.34959E-02  0.47247E-02
       1.00  0.10828E-02  0.11730E-02  0.12540E-02  0.12404E-02  0.33546E-02  0.47915E-02
       1.00  0.11255E-02  0.12407E-02  0.14288E-02  0.12569E-02  0.33905E-02  0.52672E-02
       1.00  0.13285E-02  0.97845E-03  0.12355E-02  0.12906E-02  0.27242E-02  0.48662E-02
       1.00  0.96894E-03  0.82507E-03  0.11769E-02  0.10608E-02  0.19267E-02  0.73729E-02
       1.00  0.10762E-02  0.10706E-02  0.17514E-02  0.14377E-02  0.24535E-02  0.51015E-02
       1.00  0.85676E-03  0.72052E-03  0.18530E-02  0.12896E-02  0.16954E-02  0.54140E-02
       1.00  0.99591E-03  0.10798E-02  0.14003E-02  0.14379E-02  0.14772E-02  0.36535E-02
       1.00  0.11138E-02  0.78276E-03  0.13041E-02  0.12065E-02  0.12221E-02  0.51757E-02
       2.00  0.13002E-02  0.93663E-03  0.69011E-03  0.11621E-02  0.16520E-02  0.45354E-02
       2.00  0.96790E-03  0.89223E-03  0.98157E-03  0.16902E-02  0.10097E-02  0.40871E-02
       2.00  0.12066E-02  0.86201E-03  0.13169E-02  0.13486E-02  0.10184E-02  0.48095E-02
       2.00  0.94838E-03  0.10195E-02  0.13511E-02  0.13160E-02  0.17440E-02  0.44879E-02
       2.00  0.87951E-03  0.91099E-03  0.15576E-02  0.10761E-02  0.21054E-02  0.49798E-02
       2.00  0.82373E-03  0.78038E-03  0.13227E-02  0.16533E-02  0.27004E-02  0.41732E-02
       2.00  0.11367E-02  0.11536E-02  0.17714E-02  0.13082E-02  0.25727E-02  0.48131E-02
       2.00  0.10989E-02  0.10277E-02  0.11203E-02  0.12403E-02  0.29693E-02  0.53209E-02
       2.00  0.10348E-02  0.11547E-02  0.11715E-02  0.87198E-03  0.29887E-02  0.54923E-02
