       1.00  0.73365E-03  0.85724E-03  0.81299E-03  0.12683E-02  0.13955E-02  0.40634E-02
       1.00  0.98235E-03  0.10184E-02  0.91781E-03  0.12543E-02  0.13638E-02  0.48492E-02
       1.00  0.84734E-03  0.85297E-03  0.14788E-02  0.15514E-02  0.14214E-02  0.44744E-02
       1.00  0.89223E-03  0.96568E-03  0.15435E-02  0.13074E-02  0.15742E-02  0.50659E-02
       1.00  0.10181E-02  0.12296E-02  0.13305E-02  0.14231E-02  0.15833E-02  0.33794E-02
       1.00  0.80493E-03  0.11150E-02  0.11662E-02  0.13905E-02  0.22692E-02  0.43038E-02
       1.00  0.10713E-02  0.95330E-03  0.16096E-02  0.11181E-02  0.23961E-02  0.39947E-02
       1.00  0.84329E-03  0.11154E-02  0.96966E-03  0.15002E-02  0.31370E-02  0.46109E-02
       1.00  0.12978E-02  0.88126E-03  0.12188E-02  0.13753E-02  0.37770E-02  0.41156E-02
       1.00  0.89526E-03  0.12122E-02  0.13094E-02  0.12896E-02  0.35101E-02  0.44947E-02
       1.00  0.83226E-03  0.10278E-02  0.12467E-02  0.10624E-02  0.41334E-02  0.44404E-02
       1.00  0.11218E-02  0.10908E-02  0.15199E-02  0.11900E-02  0.38710E-02  0.43348E-02
       1.00  0.10277E-02  0.97067E-03  0.15954E-02  0.10829E-02  0.31949E-02  0.44117E-02
       1.00  0.80370E-03  0.83971E-03  0.13774E-02  0.11567E-02  0.26426E-02  0.58079E-02
       1.00  0.10324E-02  0.89788E-03  0.12350E-02  0.14772E-02  0.29149E-02  0.64862E-02
       1.00  0.10682E-02  0.94652E-03  0.15141E-02  0.12327E-02  0.19100E-02  0.45084E-02
       1.00  0.93164E-03  0.85263E-03  0.14591E-02  0.13935E-02  0.15882E-02  0.58818E-02
       1.00  0.69524E-03  0.91728E-03  0.15442E-02  0.11966E-02  0.13644E-02  0.52783E-02
       1.00  0.11055E-02  0.10351E-02  0.11368E-02  0.13832E-02  0.15534E-02  0.51398E-02
       1.00  0.91929E-03  0.78286E-03  0.12882E-02  0.11025E-02  0.14034E-02  0.36513E-02
       2.00  0.73365E-03  0.85724E-03  0.81299E-03  0.12467E-02  0.14294E-02  0.43075E-02
       2.00  0.98096E-03  0.10187E-02  0.92079E-03  0.12280E-02  0.13595E-02  0.46757E-02
       2.00  0.84916E-03  0.85454E-03  0.14754E-02  0.15829E-02  0.14089E-02  0.49504E-02
       2.00  0.89256E-03  0.96173E-03  0.15715E-02  0.13384E-02  0.15825E-02  0.52318E-02
       2.00  0.10167E-02  0.12271E-02  0.13342E-02  0.14330E-02  0.15921E-02  0.28639E-02
       2.00  0.80792E-03  0.11116E-02  0.11615E-02  0.13809E-02  0.23868E-02  0.44612E-02
       2.00  0.10729E-02  0.96221E-03  0.15934E-02  0.11194E-02  0.23489E-02  0.38177E-02
       2.00  0.84854E-03  0.11210E-02  0.98049E-03  0.15204E-02  0.31603E-02  0.46719E-02
       2.00  0.12979E-02  0.87128E-03  0.11965E-02  0.13883E-02  0.34093E-02  0.43858E-02
       2.00  0.91987E-03  0.12362E-02  0.13104E-02  0.12981E-02  0.35149E-02  0.46526E-02
       2.00  0.81905E-03  0.10523E-02  0.12722E-02  0.10605E-02  0.39459E-02  0.52016E-02
       2.00  0.11009E-02  0.11103E-02  0.15254E-02  0.11890E-02  0.40402E-02  0.41701E-02
       2.00  0.10274E-02  0.97014E-03  0.16226E-02  0.10755E-02  0.33026E-02  0.43452E-02
       2.00  0.78947E-03  0.84565E-03  0.13617E-02  0.11361E-02  0.25510E-02  0.58488E-02
       2.00  0.10348E-02  0.89063E-03  0.12420E-02  0.14648E-02  0.29904E-02  0.60709E-02
       2.00  0.10642E-02  0.95022E-03  0.15347E-02  0.12002E-02  0.19174E-02  0.57425E-02
       2.00  0.92303E-03  0.84853E-03  0.13783E-02  0.13608E-02  0.16058E-02  0.64206E-02
       2.00  0.69593E-03  0.91926E-03  0.15252E-02  0.11782E-02  0.13217E-02  0.50369E-02
       2.00  0.11063E-02  0.10340E-02  0.11308E-02  0.13899E-02  0.15797E-02  0.43369E-02
       2.00  0.91892E-03  0.78247E-03  0.13161E-02  0.10751E-02  0.13675E-02  0.33967E-02
       3.00  0.73365E-03  0.85724E-03  0.81299E-03  0.12284E-02  0.14663E-02  0.46558E-02
       3.00  0.97958E-03  0.10191E-02  0.92424E-03  0.12081E-02  0.13474E-02  0.43500E-02
       3.00  0.85107E-03  0.85621E-03  0.14694E-02  0.16127E-02  0.13901E-02  0.53277E-02
       3.00  0.89275E-03  0.95788E-03  0.16012E-02  0.13657E-02  0.15968E-02  0.51307E-02
       3.00  0.10152E-02  0.12247E-02  0.13397E-02  0.14378E-02  0.16121E-02  0.29665E-02
       3.00  0.81098E-03  0.11078E-02  0.11600E-02  0.13770E-02  0.25289E-02  0.45224E-02
       3.00  0.10746E-02  0.97120E-03  0.15805E-02  0.11237E-02  0.23229E-02  0.38815E-02
       3.00  0.85462E-03  0.11261E-02  0.99112E-03  0.15357E-02  0.31573E-02  0.48654E-02
       3.00  0.12972E-02  0.86293E-03  0.11757E-02  0.13931E-02  0.30136E-02  0.49841E-02
       3.00  0.94672E-03  0.12585E-02  0.13130E-02  0.13023E-02  0.35188E-02  0.47820E-02
       3.00  0.81096E-03  0.10841E-02  0.12977E-02  0.10584E-02  0.36220E-02  0.58193E-02
